fecha,anio,mes,periodo,sistema_abastecimiento,nivel_almacenamiento_pct,afluencias_m3s,precipitacion_mm,temperatura_c,consumo_m3s,irca,clasificacion_riesgo,municipio,departamento,latitud,longitud,cobertura_acueducto_pct,nivel_servicio,tipo_region,decision_racionamiento
2020-10-28,2020,10,2020-T4,Sur,69.4,24.76,3.1,14.6,15.51,8.82,Bajo riesgo (5-14),Funza,Cundinamarca,4.6976,-74.1939,97.8,Continuo,Regional,Sin restriccion
2021-02-25,2021,2,2021-T1,N/A,57.2,29.72,2.8,29.3,12.17,35.95,Alto riesgo (28-40),Pereira,Risaralda,4.8304,-75.6798,77.9,Continuo,Nacional,Sin restriccion
2020-01-08,2020,1,2020-T1,Sur,64.1,13.58,1.1,,17.77,3.61,Sin riesgo (0-5),Madrid,Cundinamarca,4.745,-74.2811,95.6,Continuo,Regional,Sin restriccion
2022-01-31,2022,1,2022-T1,Tibitoc,65.4,7.78,1.7,11.2,17.98,5.04,Bajo riesgo (5-14),Funza,Cundinamarca,4.7019,-74.2264,97.1,Continuo,Regional,Sin restriccion
2019-06-07,2019,6,2019-T2,Sur,76.8,21.11,1.6,13.1,18.06,5.07,Bajo riesgo (5-14),Funza,Cundinamarca,4.7042,-74.2249,93.1,Continuo,Regional,Sin restriccion
2024-01-24,2024,1,2024-T1,Chingaza,41.5,11.81,0,13.1,15.47,1.28,Sin riesgo (0-5),Chia,Cundinamarca,4.8704,-74.0576,92.4,Continuo,Regional,Sin restriccion
2025-02-21,2025,2,2025-T1,Tibitoc,53.6,23.55,5.6,10.8,18.47,4.72,Sin riesgo (0-5),Tocancipa,Cundinamarca,4.9813,-73.8821,95.4,Intermitente,Regional,Campana de ahorro
2025-11-10,2025,11,2025-T4,N/A,88.7,26.3,7.6,16.9,3.39,31.7,Alto riesgo (28-40),Tunja,Boyaca,5.5624,-73.3134,77.9,Continuo,Nacional,Sin restriccion
2023-09-30,2023,9,2023-T3,N/A,56.7,25.45,0,14.8,3.29,8.95,Bajo riesgo (5-14),Pasto,Narino,1.2102,-77.2539,72.7,Continuo,Nacional,Sin restriccion
2020-03-03,2020,3,2020-T1,Sur,66.3,13.51,2.4,11.6,18.68,11.03,Bajo riesgo (5-14),Cajica,Cundinamarca,4.9152,-74.0208,93.5,Continuo,Regional,Sin restriccion
2025-07-19,2025,7,2025-T3,Tibitoc,74.3,6.84,0.6,16.8,17.53,12.25,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7265,-74.262,96.0,Sin servicio,Regional,Suspension temporal del racionamiento
2022-06-19,2022,6,2022-T2,Chingaza,80.6,14.54,,14.1,19.23,8.45,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7437,-74.2772,94.6,Continuo,Regional,Sin restriccion
2024-10-10,2024,10,2024-T4,N/A,71.7,8.31,4.8,14.3,4.0,9.78,Bajo riesgo (5-14),Bucaramanga,Santander,7.1257,-73.1252,69.4,Continuo,Nacional,Sin restriccion
2019-09-15,2019,9,2019-T3,N/A,32.5,15.66,4.0,24.1,9.92,1.97,Sin riesgo (0-5),Cartagena,Bolivar,10.3788,-75.5379,93.5,Continuo,Nacional,Sin restriccion
2025-10-03,2025,10,2025-T4,N/A,77.2,25.65,6.1,23.7,13.61,36.79,Alto riesgo (28-40),Cartagena,Bolivar,10.4045,-75.5457,72.1,Intermitente,Nacional,Sin restriccion
2020-10-31,2020,10,2020-T4,Chingaza,77.2,14.13,3.1,15.8,15.48,7.59,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9595,-73.9083,96.6,Continuo,Regional,Sin restriccion
2020-02-21,2020,2,2020-T1,Tibitoc,64.7,20.08,1.1,13.3,19.39,6.79,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7401,-74.2763,98.1,Continuo,Regional,Sin restriccion
2022-01-29,2022,1,2022-T1,Chingaza,64.8,10.83,1.1,13.9,16.65,4.68,Sin riesgo (0-5),Sopo,Cundinamarca,4.7491,-73.9245,92.7,Continuo,Regional,Sin restriccion
2019-07-03,2019,7,2019-T3,Sur,74.8,12.68,3.7,16.2,17.72,2.85,Sin riesgo (0-5),Madrid,Cundinamarca,4.7466,-74.2466,91.4,Continuo,Regional,Sin restriccion
2021-11-26,2021,11,2021-T4,Tibitoc,68.8,24.84,3.4,15.3,15.75,12.97,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7486,-73.9422,95.8,Continuo,Regional,Sin restriccion
2022-10-02,2022,10,2022-T4,Tibitoc,67.4,9.28,3.1,15.3,15.71,0.31,Sin riesgo (0-5),Bogota D.C.,Bogota D.C.,4.6204,-74.084,90.2,Continuo,Regional,Sin restriccion
2022-01-12,2022,1,2022-T1,Chingaza,56.8,11.79,1.1,13.3,17.81,12.28,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.7123,-74.2331,92.7,Continuo,Regional,Sin restriccion
2025-06-21,2025,6,2025-T2,N/A,47.5,8.58,,15.2,7.62,21.38,Riesgo medio (14-28),Pereira,Risaralda,4.8447,-75.7594,97.3,Continuo,Nacional,Sin restriccion
2019-03-18,2019,3,2019-T1,Sur,70.0,20.36,5.8,11.0,19.0,11.79,Bajo riesgo (5-14),CHIA,Cundinamarca,4.8422,-74.0496,94.6,Continuo,Regional,Sin restriccion
2021-12-25,2021,12,2021-T4,Sur,54.8,6.75,2.3,13.9,17.19,4.57,Sin riesgo (0-5),Sopo ,Cundinamarca,4.7622,-73.9458,94.8,Continuo,Regional,Sin restriccion
2025-02-26,2025,2,2025-T1,Sur,52.6,12.25,0.4,11.9,17.04,7.87,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.612,-74.0816,94.1,Continuo,Regional,Campana de ahorro
2024-03-10,2024,3,2024-T1,N/A,54.5,16.62,3.7,24.1,14.59,35.83,Alto riesgo (28-40),Manizales,Caldas,5.0521,-75.55,89.3,Intermitente,Nacional,Sin restriccion
2023-08-25,2023,8,2023-T3,Sur,56.1,12.88,1.0,16.4,16.28,10.12,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7384,-74.2431,93.8,Continuo,Regional,Sin restriccion
2024-03-22,2024,3,2024-T1,Tibitoc,38.2,4.98,1.4,11.0,17.92,2.67,Sin riesgo (0-5),Madrid,Cundinamarca,4.7395,-74.2732,93.9,Continuo,Regional,Sin restriccion
2024-09-15,2024,9,2024-T3,Tibitoc,38.4,3.67,0.6,14.2,14.85,7.19,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6101,-74.0701,98.1,Sin servicio,Regional,Racionamiento cada 9 dias
2022-04-22,2022,4,2022-T2,Chingaza,80.0,9.7,4.0,13.2,18.14,7.9,Bajo riesgo (5-14),Funza,Cundinamarca,4.7068,-74.2112,95.5,Continuo,Regional,Sin restriccion
2021-10-12,2021,10,2021-T4,N/A,60.6,5.4,1.0,18.3,7.12,37.67,Alto riesgo (28-40),Bello,Antioquia,6.3197,-75.5787,85.5,Continuo,Nacional,Sin restriccion
2022-11-19,2022,11,2022-T4,Tibitoc,56.7,5.67,3.4,15.0,17.13,8.56,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9562,-73.9243,94.9,Continuo,Regional,Sin restriccion
2021-11-15,2021,11,2021-T4,N/A,37.8,23.89,4.6,17.3,12.85,15.08,Riesgo medio (14-28),Santa Marta,Magdalena,11.2201,-74.2245,85.0,Continuo,Nacional,Sin restriccion
2025-06-12,2025,6,2025-T2,N/A,27.6,4.44,2.7,18.8,8.77,7.45,Bajo riesgo (5-14),Barranquilla,Atlantico,10.9728,-74.7687,99.6,Intermitente,Nacional,Sin restriccion
2025-03-06,2025,3,2025-T1,Tibitoc,56.2,5.77,1.9,12.9,19.16,6.05,Bajo riesgo (5-14),Funza,Cundinamarca,4.7231,-74.2215,95.5,Sin servicio,Regional,Racionamiento cada 9 dias
2023-07-07,2023,7,2023-T3,N/A,29.0,16.93,8.8,24.9,10.47,30.25,Alto riesgo (28-40),Armenia,Quindio,4.5451,-75.7035,48.7,Continuo,Nacional,Sin restriccion
2020-12-13,2020,12,2020-T4,Chingaza,59.6,7.15,8.6,13.6,17.36,4.05,Sin riesgo (0-5),Funza,Cundinamarca,4.7111,-74.2447,99.3,Continuo,Regional,Sin restriccion
2019-02-19,2019,2,2019-T1,Tibitoc,72.1,21.92,1.6,12.4,17.87,15.56,Riesgo medio (14-28),Cajica,Cundinamarca,4.9132,-74.0336,93.8,Continuo,Regional,Sin restriccion
2025-02-03,2025,2,2025-T1,N/A,55.2,28.7,4.6,22.0,2.21,41.51,Inviabile sanitariamente (>40),Villavicencio,Meta,4.1767,-73.6367,63.5,Continuo,Nacional,Sin restriccion
2023-12-04,2023,12,2023-T4,Sur,48.3,7.88,0.2,12.9,15.27,7.93,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5974,-74.2077,93.8,Continuo,Regional,Sin restriccion
2022-08-05,2022,8,2022-T3,Chingaza,74.2,23.28,1.4,14.7,16.85,1.7,Sin riesgo (0-5),Sopo,Cundinamarca,4.743,-73.9309,93.0,Continuo,Regional,Sin restriccion
2020-05-19,2020,5,2020-T2,Tibitoc,72.9,15.11,3.3,12.6,18.22,6.84,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.5959,-74.076,95.9,Continuo,Regional,Sin restriccion
2022-11-09,2022,11,2022-T4,Chingaza,58.0,16.57,3.3,14.4,16.15,1.91,Sin riesgo (0-5),Bogota D.C.,Bogota D.C.,4.6139,-74.0683,94.3,Continuo,Regional,Sin restriccion
2023-08-10,2023,8,2023-T3,Sur,60.8,5.21,0.7,16.7,17.37,6.4,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.689,-74.2286,95.8,Continuo,Regional,Sin restriccion
2023-04-27,2023,4,2023-T2,N/A,86.1,9.02,10.5,21.9,7.33,18.91,Riesgo medio (14-28),Pasto,Narino,1.2124,-77.2795,91.7,Continuo,Nacional,Sin restriccion
2024-03-28,2024,3,2024-T1,N/A,71.7,12.07,1.9,22.5,4.36,12.03,Bajo riesgo (5-14),Ibague,Tolima,4.4417,-75.2313,81.4,Intermitente,Nacional,Sin restriccion
2025-02-18,2025,2,2025-T1,N/A,42.2,17.1,0.3,23.0,10.45,21.47,Riesgo medio (14-28),Bucaramanga,Santander,7.1332,-73.1314,100,Intermitente,Nacional,Sin restriccion
2024-08-24,2024,8,2024-T3,Sur,33.5,7.91,0.4,16.5,15.38,5.85,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.5994,-74.0756,96.0,Continuo,Regional,Racionamiento cada 9 dias
2022-09-29,2022,9,2022-T3,Sur,79.7,16.06,5.6,16.7,14.25,5.7,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9635,-73.8894,95.6,Continuo,Regional,Sin restriccion
2021-06-16,2021,6,2021-T2,Chingaza,79.6,18.89,1.8,14.0,17.74,13.41,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5783,-74.2202,96.2,Continuo,Regional,Sin restriccion
2022-09-17,2022,9,2022-T3,Tibitoc,72.3,8.24,,15.0,16.14,8.3,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7754,-73.9585,96.0,Continuo,Regional,Sin restriccion
2022-01-18,2022,1,2022-T1,Chingaza,56.5,21.41,3.1,12.7,17.04,11.83,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.7188,-74.2411,92.4,Continuo,Regional,Sin restriccion
2022-12-11,2022,12,2022-T4,Chingaza,65.9,8.94,1.4,14.1,17.2,5.71,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7707,-73.9353,91.7,Continuo,Regional,Sin restriccion
2024-09-05,2024,9,2024-T3,N/A,73.3,18.91,0.0,16.3,10.46,-4.04,Riesgo medio (14-28),Popayan,Cauca,2.4568,-76.6283,80.0,Intermitente,Nacional,Sin restriccion
2019-03-07,2019,3,2019-T1,Sur,70.3,19.25,4.0,9.7,18.02,4.72,Sin riesgo (0-5),Madrid,Cundinamarca,4.734,-74.2551,92.8,Continuo,Regional,Sin restriccion
2019-08-31,2019,8,2019-T3,Tibitoc,69.9,14.17,3.8,14.9,16.05,11.08,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.687,-74.2203,95.3,Continuo,Regional,Sin restriccion
2025-12-04,2025,12,2025-T4,N/A,45.0,22.58,6.9,16.4,12.73,10.96,Bajo riesgo (5-14),Barranquilla,Atlantico,11.0245,-74.7755,74.3,Continuo,Nacional,Sin restriccion
2024-10-10,2024,10,2024-T4,N/A,38.3,22.26,5.4,24.6,10.28,32.61,Alto riesgo (28-40),Medellin,Antioquia,6.2456,-75.6035,64.7,Intermitente,Nacional,Sin restriccion
2021-11-29,2021,11,2021-T4,Sur,55.3,15.2,3.3,14.7,15.01,0,Sin riesgo (0-5),Mosquera,Cundinamarca,4.7142,-74.2254,97.9,Continuo,Regional,Sin restriccion
2024-01-26,2024,1,2024-T1,Sur,28.7,11.77,0,14.1,13.72,13.61,Bajo riesgo (5-14),Soacha,Cundinamarca,4.583,-74.2172,92.1,Continuo,Regional,Sin restriccion
2024-01-05,2024,1,2024-T1,Sur,31.7,5.27,0,12.9,17.36,13.69,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7314,-74.264,94.9,Continuo,Regional,Sin restriccion
2020-11-02,2020,11,2020-T4,N/A,63.2,14.26,5.2,15.4,6.74,48.04,Inviabile sanitariamente (>40),Santa Marta,Magdalena,11.235,-74.1847,46.2,Continuo,Nacional,Sin restriccion
2019-02-01,2019,2,2019-T1,Sur,66.8,12.77,0.9,12.8,18.68,4.69,Sin riesgo (0-5),Cajica,Cundinamarca,4.926,-74.0218,95.3,Continuo,Regional,Sin restriccion
2022-02-10,2022,2,2022-T1,N/A,40.6,10.88,3.8,26.2,14.65,17.1,Riesgo medio (14-28),Bucaramanga,Santander,7.1131,-73.1221,80.8,Continuo,Nacional,Sin restriccion
2023-04-07,2023,4,2023-T2,Chingaza,54.1,16.63,2.3,10.9,18.57,13.19,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5956,-74.2041,95.6,Continuo,Regional,Sin restriccion
2024-11-06,2024,11,2024-T4,N/A,26.1,27.07,1.4,21.1,5.66,40.68,Inviabile sanitariamente (>40),Barranquilla,Atlantico,10.9655,-74.7929,79.9,Intermitente,Nacional,Sin restriccion
2024-03-28,2024,3,2024-T1,Tibitoc,49.9,18.76,0.9,11.3,16.86,0,Sin riesgo (0-5),Mosquera,Cundinamarca,4.7172,-74.2164,92.7,Continuo,Regional,Sin restriccion
2024-02-07,2024,2,2024-T1,N/A,41.3,14.19,4.1,24.7,5.99,44.53,Inviabile sanitariamente (>40),Santa Marta,Magdalena,11.2959,-74.208,85.7,Continuo,Nacional,Sin restriccion
2023-12-11,2023,12,2023-T4,N/A,33.5,16.86,3.4,25.7,2.48,5.02,Bajo riesgo (5-14),Villavicencio,Meta,4.1194,-73.6007,72.0,Continuo,Nacional,Sin restriccion
2024-04-27,2024,4,2024-T2,Tibitoc,34.1,2.26,6.4,11.5,18.2,13.92,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5947,-74.2083,98.2,Racionado,Regional,Racionamiento cada 9 dias
2024-11-25,2024,11,2024-T4,Tibitoc,32.0,8.54,1.8,13.9,15.83,1.52,Sin riesgo (0-5),Tocancipa,Cundinamarca,4.9573,-73.9048,88.8,Racionado,Regional,Racionamiento cada 18 dias
2019-06-18,2019,6,2019-T2,N/A,82.0,7.45,0.8,,4.53,4.5,Sin riesgo (0-5),Cucuta,Norte de Santander,7.8619,-72.4904,81.0,Intermitente,Nacional,Sin restriccion
2024-05-26,2024,5,2024-T2,Tibitoc,35.0,6.12,1.8,11.4,17.08,11.18,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.7045,-74.2282,92.9,Sin servicio,Regional,Racionamiento cada 9 dias
2020-04-04,2020,4,2020-T2,N/A,64.5,27.36,9.7,25.1,9.17,14.74,Riesgo medio (14-28),Medellin,Antioquia,6.2414,-75.5631,69.4,Intermitente,Nacional,Sin restriccion
2025-10-29,2025,10,2025-T4,Sur,52.4,19.81,4.2,17.6,16.45,7.66,Bajo riesgo (5-14),Madrid,Cundinamarca,4.711,-74.256,95.5,Sin servicio,Regional,Suspension temporal del racionamiento
2023-02-14,2023,2,2023-T1,N/A,79.4,19.31,5.4,23.5,11.18,48.78,Inviabile sanitariamente (>40),Ibague,Tolima,4.4691,-75.1889,89.4,Intermitente,Nacional,Sin restriccion
2022-12-08,2022,12,2022-T4,N/A,53.3,12.44,4.6,10.3,6.6,42.35,Inviabile sanitariamente (>40),Cali,Valle del Cauca,3.4095,-76.5225,90.2,Continuo,Nacional,Sin restriccion
2020-02-07,2020,2,2020-T1,N/A,63.8,11.62,7.1,15.7,11.56,24.03,Riesgo medio (14-28),Cali,Valle del Cauca,3.458,-76.5295,50.2,Intermitente,Nacional,Sin restriccion
2022-09-23,2022,9,2022-T3,Sur,71.6,12.38,2.1,18.2,16.44,4.19,Sin riesgo (0-5),Soacha,Cundinamarca,4.5791,-74.221,96.8,Continuo,Regional,Sin restriccion
2020-08-13,2020,8,2020-T3,Chingaza,66.2,24.7,3.9,17.2,16.6,0.02,Sin riesgo (0-5),Bogota D.C.,Bogota D.C.,4.6123,-74.0699,92.2,Continuo,Regional,Sin restriccion
2021-10-27,2021,10,2021-T4,Sur,67.4,25.12,3.1,14.7,15.76,3.57,Sin riesgo (0-5),Tocancipa,Cundinamarca,4.9705,-73.9198,94.3,Continuo,Regional,Sin restriccion
2022-07-20,2022,7,2022-T3,Chingaza,120.9,19.66,1.8,17.5,16.42,0,Sin riesgo (0-5),Funza,Cundinamarca,4.7272,-74.211,98.6,Continuo,Regional,Sin restriccion
2025-10-17,2025,10,2025-T4,Chingaza,46.0,7.37,2.5,13.4,14.58,1.3,Sin riesgo (0-5),Bogota D.C.,Bogota D.C.,4.6142,-74.0715,94.5,Continuo,Regional,Suspension temporal del racionamiento
2020-08-18,2020,8,2020-T3,Sur,74.8,19.23,1.4,16.0,15.93,4.22,Sin riesgo (0-5),Cajica,Cundinamarca,4.9113,-74.0112,93.5,Continuo,Regional,Sin restriccion
2019-02-10,2019,2,2019-T1,N/A,89.7,11.49,2.8,28.5,11.78,11.22,Bajo riesgo (5-14),Monteria,Cordoba,8.7525,-75.8831,66.2,Continuo,Nacional,Sin restriccion
2023-01-24,2023,1,2023-T1,Sur,44.5,19.83,1.7,15.1,15.51,6.36,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9711,-73.88,98.6,Continuo,Regional,Sin restriccion
2024-02-08,2024,2,2024-T1,Sur,40.0,9.25,2.6,12.6,17.31,6.44,Bajo riesgo (5-14),Funza,Cundinamarca,4.7197,-74.208,96.9,Continuo,Regional,Sin restriccion
2021-06-05,2021,6,2021-T2,N/A,45.3,18.58,5.1,25.1,9.8,14.52,Riesgo medio (14-28),Santa Marta,Magdalena,11.2461,-74.1851,70.2,Intermitente,Nacional,Sin restriccion
2020-08-08,2020,8,2020-T3,N/A,42.0,23.06,8.4,18.6,5.62,26.69,Riesgo medio (14-28),Bucaramanga,Santander,7.1287,-73.1315,65.7,Continuo,Nacional,Sin restriccion
2025-02-08,2025,2,2025-T1,N/A,88.5,19.15,3.8,24.7,3.23,24.45,Riesgo medio (14-28),Bello,Antioquia,6.3393,-75.565,78.6,Continuo,Nacional,Sin restriccion
2024-06-21,2024,6,2024-T2,Chingaza,35.2,9.39,0.8,13.1,16.15,12.24,Bajo riesgo (5-14),Cajica,Cundinamarca,4.9114,-74.0287,88.4,Intermitente,Regional,Racionamiento cada 9 dias
2021-01-02,2021,1,2021-T1,N/A,47.7,18.02,2.8,28.1,10.73,29.6,Alto riesgo (28-40),Cartagena,Bolivar,10.3826,-75.5022,69.5,Continuo,Nacional,Sin restriccion
2022-10-05,2022,10,2022-T4,Tibitoc,59.1,10.09,3.1,17.9,15.56,0,Sin riesgo (0-5),Chia,Cundinamarca,4.8566,-74.0474,94.3,Continuo,Regional,Sin restriccion
2019-06-24,2019,6,2019-T2,N/A,82.8,7.29,,21.0,2.33,22.64,Riesgo medio (14-28),Cali,Valle del Cauca,3.4595,-76.4978,79.5,Intermitente,Nacional,Sin restriccion
2025-02-23,2025,2,2025-T1,Sur,55.3,15.43,0.7,10.9,17.77,1.51,Sin riesgo (0-5),Madrid,Cundinamarca,4.7484,-74.2686,95.8,Sin servicio,Regional,Campana de ahorro
2023-01-20,2023,1,2023-T1,N/A,76.0,5.44,10.2,27.0,5.54,47.71,Inviabile sanitariamente (>40),Bucaramanga,Santander,7.0984,-73.1525,81.5,Intermitente,Nacional,Sin restriccion
2021-06-21,2021,6,2021-T2,N/A,33.0,29.42,3.9,19.3,3.8,0.74,Sin riesgo (0-5),Santa Marta,Magdalena,11.252,-74.2141,82.9,Continuo,Nacional,Sin restriccion
2022-02-07,2022,2,2022-T1,N/A,126.0,21.59,4.8,19.9,13.22,27.99,Riesgo medio (14-28),Popayan,Cauca,2.4586,-76.616,87.5,Continuo,Nacional,Sin restriccion
2020-09-09,2020,9,2020-T3,N/A,91.0,6.1,0,16.3,2.38,43.45,Inviabile sanitariamente (>40),Valledupar,Cesar,10.4902,-73.2515,79.7,Intermitente,Nacional,Sin restriccion
2024-10-09,2024,10,2024-T4,Tibitoc,48.9,21.79,1.6,15.4,13.68,13.88,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7758,-73.9411,97.5,Intermitente,Regional,Racionamiento cada 18 dias
2020-07-22,2020,7,2020-T3,N/A,27.7,23.98,5.8,20.7,3.24,34.22,Alto riesgo (28-40),Barranquilla,Atlantico,10.9491,-74.7942,66.6,Continuo,Nacional,Sin restriccion
2025-02-15,2025,2,2025-T1,Sur,53.7,16.8,0.4,12.6,17.97,12.3,Bajo riesgo (5-14),Madrid,Cundinamarca,4.742,-74.2404,96.5,Racionado,Regional,Campana de ahorro
2024-07-30,2024,7,2024-T3,Tibitoc,45.3,17.41,0,14.0,16.42,0,Sin riesgo (0-5),Sopo,Cundinamarca,4.753,-73.9338,96.7,Racionado,Regional,Racionamiento cada 18 dias
2022-01-02,2022,1,2022-T1,Tibitoc,67.5,6.17,3.1,11.9,17.91,9.96,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7402,-74.2614,89.7,Continuo,Regional,Sin restriccion
2023-12-09,2023,12,2023-T4,Tibitoc,37.9,3.07,1.8,15.0,15.16,3.43,Sin riesgo (0-5),Cajica,Cundinamarca,4.9163,-74.0294,93.5,Continuo,Regional,Sin restriccion
2020-10-18,2020,10,2020-T4,Sur,61.6,19.23,3.1,16.0,15.19,7.78,Bajo riesgo (5-14),Madrid,Cundinamarca,4.72,-74.2445,95.9,Continuo,Regional,Sin restriccion
2019-04-28,2019,4,2019-T2,Chingaza,71.2,14.51,3.5,9.6,18.45,4.6,Sin riesgo (0-5),Sopo,Cundinamarca,4.7665,-73.9505,93.8,Continuo,Regional,Sin restriccion
2025-04-27,2025,4,2025-T2,N/A,125.5,19.71,2.7,25.8,4.51,34.27,Alto riesgo (28-40),Armenia,Quindio,4.514,-75.6782,100,Continuo,Nacional,Sin restriccion
2024-08-03,2024,8,2024-T3,Sur,35.7,17.88,2.6,15.1,15.64,5.35,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6021,-74.0869,99.7,Intermitente,Regional,Racionamiento cada 9 dias
2023-05-07,2023,5,2023-T2,N/A,32.8,7.95,5.9,24.9,9.92,29.53,Alto riesgo (28-40),Bucaramanga,Santander,7.0832,-73.1312,76.9,Intermitente,Nacional,Sin restriccion
2020-04-25,2020,4,2020-T2,N/A,53.0,19.17,5.4,22.6,13.88,32.24,Alto riesgo (28-40),Cartagena,Bolivar,10.4229,-75.4669,87.2,Intermitente,Nacional,Sin restriccion
2019-08-17,2019,8,2019-T3,N/A,60.2,5.83,7.8,23.7,6.53,35.29,Alto riesgo (28-40),Pasto,Narino,1.2008,-77.2973,46.6,Intermitente,Nacional,Sin restriccion
2023-04-28,2023,4,2023-T2,Tibitoc,61.8,7.99,3.4,13.6,17.51,5.75,Bajo riesgo (5-14),Sopo,Cundinamarca,4.7604,-73.9439,95.6,Continuo,Regional,Sin restriccion
2021-11-11,2021,11,2021-T4,N/A,20.6,7.55,1.3,23.6,6.22,38.5,Alto riesgo (28-40),Neiva,Huila,2.9549,-75.2727,89.9,Continuo,Nacional,Sin restriccion
2020-01-12,2020,1,2020-T1,N/A,55.6,18.6,,21.4,6.26,22.26,Riesgo medio (14-28),Ibague,Tolima,4.3888,-75.2259,67.9,Continuo,Nacional,Sin restriccion
2023-02-06,2023,2,2023-T1,Tibitoc,46.1,3.75,1.5,,16.31,9.58,Bajo riesgo (5-14),Sopo,Cundinamarca,4.753,-73.9388,93.9,Continuo,Regional,Sin restriccion
2021-05-02,2021,5,2021-T2,N/A,52.4,21.77,0.0,24.9,13.77,49.78,Inviabile sanitariamente (>40),Tunja,Boyaca,5.5211,-73.344,82.5,Continuo,Nacional,Sin restriccion
2025-02-26,2025,2,2025-T1,N/A,79.3,24.97,5.1,19.9,2.69,0,Sin riesgo (0-5),Medellin,Antioquia,6.2523,-75.6263,82.8,Intermitente,Nacional,Sin restriccion
2025-05-28,2025,5,2025-T2,N/A,27.0,8.46,0,19.9,8.23,43.96,Inviabile sanitariamente (>40),Ibague,Tolima,4.4451,-75.2048,94.1,Continuo,Nacional,Sin restriccion
2022-02-21,2022,2,2022-T1,Tibitoc,71.8,19.07,1.1,10.7,18.31,3.94,Sin riesgo (0-5),Bogota D.C.,Bogota D.C.,4.6088,-74.0814,94.9,Continuo,Regional,Sin restriccion
2019-01-10,2019,1,2019-T1,Tibitoc,55.5,18.28,,12.9,16.72,5.87,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9729,-73.9134,96.0,Continuo,Regional,Sin restriccion
2022-06-19,2022,6,2022-T2,N/A,50.3,28.2,4.7,28.0,11.22,40.8,Inviabile sanitariamente (>40),Barranquilla,Atlantico,10.9486,-74.769,69.2,Continuo,Nacional,Sin restriccion
2019-10-26,2019,10,2019-T4,Sur,56.0,21.17,5.4,16.9,14.79,7.04,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6067,-74.0805,92.9,Continuo,Regional,Sin restriccion
2022-08-31,2022,8,2022-T3,Sur,81.8,5.39,5.3,15.9,16.28,9.09,Bajo riesgo (5-14),Soacha,Cundinamarca,4.5688,-74.2113,94.1,Continuo,Regional,Sin restriccion
2022-09-16,2022,9,2022-T3,Chingaza,62.9,18.81,2.5,17.7,16.81,7.68,Bajo riesgo (5-14),Madrid,Cundinamarca,4.7379,-74.268,88.8,Continuo,Regional,Sin restriccion
2021-02-22,2021,2,2021-T1,Sur,67.7,25.3,1.1,9.3,19.26,6.35,Bajo riesgo (5-14),Bogota D.C.,Bogota D.C.,4.6035,-74.1008,99.5,Continuo,Regional,Sin restriccion
2025-10-18,2025,10,2025-T4,Sur,55.6,14.59,2.5,16.4,14.81,3.68,Sin riesgo (0-5),Soacha,Cundinamarca,4.5894,-74.2253,95.2,Intermitente,Regional,Suspension temporal del racionamiento
2020-11-27,2020,11,2020-T4,Sur,71.4,7.71,5.6,13.8,15.38,9.14,Bajo riesgo (5-14),Mosquera,Cundinamarca,4.7086,-74.2171,91.4,Continuo,Regional,Sin restriccion
2024-09-24,2024,9,2024-T3,Tibitoc,26.2,2.77,1.4,17.1,11.93,9.25,Bajo riesgo (5-14),Tocancipa,Cundinamarca,4.9727,-73.9,95.1,Intermitente,Regional,Racionamiento cada 9 dias
2019-12-24,2019,12,2019-T4,N/A,26.8,20.09,0.4,20.1,3.12,20.96,Riesgo medio (14-28),VILLAVICENCIO,Meta,4.1706,-73.6366,88.2,Intermitente,Nacional,Sin restriccion
